DATE,GDP_PCH,CPALTT01USM657N
1986-10-01,1.08424,0.09066188104910140000
1987-01-01,1.38545,0.48040835564896200000
1987-04-01,1.77893,0.41461009792952033333
1987-07-01,1.63114,0.43867782612623833333
1987-10-01,2.52713,0.11586661136040880000
1988-01-01,1.30547,0.31676369708026700000
1988-04-01,2.29954,0.42738058670531866667
1988-07-01,1.78802,0.50597954979746166667
1988-10-01,2.20855,0.19444517699012456667
1989-01-01,2.06952,0.49548837390408566667
1989-04-01,1.83642,0.48836630089210333333
1989-07-01,1.47711,0.24117984110955000000
1989-10-01,0.91078,0.29256991276397833333
1990-01-01,2.18303,0.68292014962210366667
1990-04-01,1.48700,0.30997812601860033333
1990-07-01,0.92429,0.71367437684432933333
1990-10-01,-0.17262,0.27586090107787033333
1991-01-01,0.50702,0.29828789566366466667
1991-04-01,1.51916,0.24633046235043166667
1991-07-01,1.29063,0.29332774425722766667
1991-10-01,0.94431,0.16982078346131650000
1992-01-01,1.57333,0.33737987273460400000
1992-04-01,1.69196,0.21495133343426533333
1992-07-01,1.48171,0.26085560686901333333
1992-10-01,1.73851,0.14149274336604926667
1993-01-01,0.72830,0.39778076343206000000
1993-04-01,1.18108,0.18537889204114800000
1993-07-01,1.07446,0.16139687689709666667
1993-10-01,1.91279,0.16071403513004516667
1994-01-01,1.45306,0.31905910523121066667
1994-04-01,1.84493,0.18089840707362973333
1994-07-01,1.16110,0.31434643819093733333
1994-10-01,1.69434,0.06690455616594700000
1995-01-01,0.89870,0.37711615392518400000
1995-04-01,0.78045,0.24161947065014933333
1995-07-01,1.34716,0.15283391766467366667
1995-10-01,1.16438,0.06540159393173883333
1996-01-01,1.23359,0.47553854961046133333
1996-04-01,2.08900,0.21371733159460480000
1996-07-01,1.22706,0.23346512824229066667
1996-10-01,1.57861,0.16879012084726333333
1997-01-01,1.24560,0.29338427817469600000
1997-04-01,1.86747,0.06249998375443430000
1997-07-01,1.69035,0.18681272346220333333
1997-10-01,1.18996,0.02080625346988800000
1998-01-01,1.14732,0.18564399088677200000
1998-04-01,1.16415,0.16414078362291033333
1998-07-01,1.68788,0.12254914230624333333
1998-10-01,1.89554,0.06117438925000806667
1999-01-01,1.26631,0.22324372129590300000
1999-04-01,1.21687,0.24242424242423800000
1999-07-01,1.68394,0.33984986819585533333
1999-10-01,2.20451,0.07937693883337046667
2000-01-01,1.03039,0.57133500168862433333
2000-04-01,2.45488,0.23331559613402800000
2000-07-01,0.68742,0.25095063160607733333
2000-10-01,1.13953,0.05758152738868166667
2001-01-01,0.33047,0.41982891756893700000
2001-04-01,1.22986,0.33944419443696933333
2001-07-01,-0.00925,0.05660178298254200000
2001-10-01,0.58921,-0.29997461949294066667
2002-01-01,1.15412,0.39468633195112166667
2002-04-01,0.96407,0.20496715631503570000
2002-07-01,0.88708,0.20344738470694933333
2002-10-01,0.70460,-0.01829431190125500000
2003-01-01,1.01882,0.60449957103125400000
2003-04-01,1.24070,-0.09046144422544233333
2003-07-01,2.24439,0.27151396714272066667
2003-10-01,1.77722,-0.16222090499075000000
2004-01-01,1.28449,0.55758645158432166667
2004-04-01,1.58820,0.40752319285991533333
2004-07-01,1.58916,0.03524522202069123333
2004-10-01,1.80334,0.07082808129617086667
2005-01-01,1.91640,0.52302710480019133333
2005-04-01,1.21694,0.20706505093577313333
2005-07-01,1.70233,0.73216386304244666667
2005-10-01,1.38147,-0.33562130251333466667
2006-01-01,2.06358,0.50583602845371533333
2006-04-01,1.13436,0.51488654356036966667
2006-07-01,0.84898,0.00061196052330966667
2006-10-01,1.22112,-0.18063921721902233333
2007-01-01,1.25425,0.58361968885565600000
2007-04-01,1.31145,0.48482855126064133333
2007-07-01,1.12508,0.02225426568232553333
2007-10-01,1.03639,0.24693153572963886667
2008-01-01,-0.05790,0.55143005295159466667
2008-04-01,1.08226,0.81875537854566233333
2008-07-01,0.22399,-0.00411898893947200000
2008-10-01,-1.95175,-1.31989008091540666667
2009-01-01,-1.21375,0.39190329555803866667
2009-04-01,-0.34416,0.46583414586396000000
2009-07-01,0.47038,0.04275812720510256667
2009-10-01,1.40057,-0.00301145382924910000
2010-01-01,0.77374,0.25909881629320200000
2010-04-01,1.46013,0.05119383934204210000
2010-07-01,1.07750,0.07244811888317160000
2010-10-01,1.10864,0.11280953671665190000
2011-01-01,0.27416,0.64818890366450466667
2011-04-01,1.34249,0.33575500019971366667
2011-07-01,0.57944,0.17206988949508880000
2011-10-01,1.24355,-0.17909201136461966667
2012-01-01,1.43008,0.54659078678248933333
2012-04-01,0.86071,0.01270510844362666667
2012-07-01,0.69358,0.27991948624075966667
2012-10-01,0.61795,-0.26066921085474873333
2013-01-01,1.27076,0.45872807688565833333
2013-04-01,0.42396,0.10468254606998566667
2013-07-01,1.26660,0.09199778585145603333
2013-10-01,1.31302,-0.15678396494035368000
2014-01-01,0.06518,0.46194001501443400000
2014-04-01,1.85731,0.28838304124335133333
2014-07-01,1.60642,-0.04360464352140896667
2014-10-01,0.61608,-0.45272655545419900000
2015-01-01,0.77753,0.18629580537987133333
2015-04-01,1.12476,0.35443250928701666667
2015-07-01,0.62248,-0.09686618996090930000
2015-10-01,0.13721,-0.19924868555488556667
2016-01-01,0.50855,0.22607262953054483333
2016-04-01,1.01117,0.40237417148336833333
2016-07-01,0.88032,0.05680965225878893333
2016-10-01,1.02571,0.00062030126655656667
2017-01-01,0.97992,0.32622143828728273333
2017-04-01,0.88237,0.15757887356947940000
2017-07-01,1.22017,0.25331451838288716667
2017-10-01,1.65794,-0.03985165650275030667
2018-01-01,1.31143,0.40811871105966500000
2018-04-01,1.73144,0.32426280634425500000
2018-07-01,0.81303,0.05950102555109055333
2018-10-01,0.74651,-0.15921826258353966667
2019-01-01,0.90455,0.39250027207165100000
2019-04-01,1.36979,0.25409691279188180000
2019-07-01,1.01339,0.08012406544335207000
2019-10-01,0.88094,0.02800593308355806667
2020-01-01,-0.98224,0.14813123458418366667
2020-04-01,-9.32866,-0.03984644408460079000
2020-07-01,8.52848,0.32014003230059866667
2020-10-01,1.60381,0.02485963361782023333
2021-01-01,2.61030,0.56038131382334033333
2021-04-01,3.18870,0.85088924037266000000
2021-07-01,2.02887,0.31974685829879533333
2021-10-01,3.40488,0.54313544059447900000
